DCA.License.Number,License.Type,License.Expiration.Date,License.Status,License.Creation.Date,Industry,Business.Name,Business.Name.2,Address.Building,Address.Street.Name,Secondary.Address.Street.Name,Address.City,Address.State,Address.ZIP,Contact.Phone.Number,Address.Borough,Borough.Code,Community.Board,Council.District,BIN,BBL,NTA,Census.Tract,Detail,Longitude,Latitude,Location,census_code,census_tract
1137675-DCA,Business,12/31/2023,Active,05/08/2003,Tobacco Retail Dealer,"VADHAN, ARUN",,,BROADWAY,WEST   54 STREET,NEW YORK,NY,10019,2129999999,Manhattan,1.0,105.0,4.0,,,,,,-73.9824702318808,40.7640328977018,"(40.76403289770184, -73.98247023188081)",360610131003000.0,13100
2041488-1-DCA,Business,12/31/2023,Active,07/29/2016,Tobacco Retail Dealer,ORIGINAL ESPINAL DELI II CORP.,,5719,NORTHERN BLVD,,WOODSIDE,NY,11377,929-522-0525,Queens,4.0,401.0,26.0,4026086.0,4011590044.0,QN63,297.0,,-73.9036626488228,40.7536462610545,"(40.75364626105446, -73.90366264882279)",360810297002009.0,29700
2013581-1-DCA,Business,12/31/2023,Active,09/18/2014,Tobacco Retail Dealer,QUICK STOP ON FIRST AVE INC,,1293,1ST AVE,,NEW YORK,NY,10021,2129881030,Manhattan,1.0,108.0,5.0,1044822.0,1014440027.0,MN31,126.0,,-73.957141604991,40.7662577347547,"(40.766257734754696, -73.95714160499097)",360610126014000.0,12601
1417117-DCA,Business,12/31/2023,Active,01/09/2012,Tobacco Retail Dealer,FOOD TRAIN INC.,,368,7TH AVE,,BROOKLYN,NY,11215,718-832-6916,Brooklyn,3.0,306.0,39.0,3022713.0,3010180050.0,BK37,151.0,,-73.9825176793229,40.6657869402395,"(40.66578694023955, -73.98251767932288)",360470151004001.0,15100
2065347-1-DCA,Business,12/31/2023,Active,01/24/2018,Tobacco Retail Dealer,PROSPECT HEIGHTS FOOD CORP,,631,FRANKLIN AVE,,BROOKLYN,NY,11238,347-240-6922,Brooklyn,3.0,308.0,35.0,3030240.0,3012110001.0,BK61,221.0,,-73.9556992519266,40.6769207860797,"(40.67692078607966, -73.9556992519266)",360470221001004.0,22100
2082140-1-DCA,Business,12/31/2023,Active,02/11/2019,Tobacco Retail Dealer,ROCKAWAY EXPRESS DELI CORP X,,9017,ROCKAWAY BEACH BLVD,,ROCKAWAY BEACH,NY,11693,646-363-3861,Queens,4.0,414.0,32.0,4303602.0,4161330015.0,QN12,94203.0,,-73.814059831634,40.5869913578091,"(40.586991357809076, -73.81405983163404)",360810942031006.0,94203
1285267-DCA,Business,12/31/2023,Active,05/13/2008,Tobacco Retail Dealer,"JSR DELI, INC.",,994,MORRIS PARK AVE,,BRONX,NY,10462,646-272-9744,Bronx,2.0,211.0,13.0,2044747.0,2041010008.0,BX37,252.0,,-73.8564835665879,40.8479911506818,"(40.84799115068182, -73.85648356658793)",360050252001004.0,25200
2074136-1-DCA,Business,12/31/2023,Active,06/21/2018,Tobacco Retail Dealer,1201 DELI & GRILL INC,,1201,AVENUE U,,BROOKLYN,NY,11229,347-933-8150,Brooklyn,3.0,315.0,48.0,3197939.0,3073160044.0,BK25,582.0,,-73.9600328702792,40.5984434309742,"(40.59844343097425, -73.96003287027915)",360470582003001.0,58200
2066119-1-DCA,Business,12/31/2023,Active,02/15/2018,Tobacco Retail Dealer,UNIONPORT CANDY LLC,,1541,UNIONPORT RD,,BRONX,NY,10462,646-666-3636,Bronx,2.0,209.0,18.0,2096652.0,2039387501.0,BX46,212.0,,-73.8572268763447,40.8367963953645,"(40.836796395364544, -73.85722687634465)",360050210021000.0,21002
1417279-DCA,Business,12/31/2023,Active,01/18/2012,Tobacco Retail Dealer,710 QUICK STOP INC.,,710,2ND AVE,,NEW YORK,NY,10016,212-661-7570,Manhattan,1.0,106.0,4.0,1021921.0,1009440001.0,MN20,78.0,,-73.9738670472482,40.7475353469929,"(40.747535346992926, -73.97386704724818)",360610078001000.0,7800
2015044-1-DCA,Business,12/31/2023,Active,10/29/2014,Tobacco Retail Dealer,"CHOWDHURY, MD. IQBAL HOSSAIN",,S/E/C,PARK PLACE,WEST BROADWAY,NEW YORK,NY,10007,6319333934,Manhattan,1.0,101.0,1.0,,,,,,-74.0105618850738,40.7138459583978,"(40.713845958397805, -74.01056188507378)",360610021003003.0,2100
1450723-DCA,Business,12/31/2023,Active,11/21/2012,Tobacco Retail Dealer,124 UNION STOP 1 FOOD MART INC.,,124,UNION ST,,BROOKLYN,NY,11231,718-254-0633,Brooklyn,3.0,306.0,39.0,3004446.0,3003420014.0,BK33,51.0,,-74.002459018514,40.68422763985,"(40.68422763984997, -74.00245901851402)",360470051002003.0,5100
1359879-DCA,Business,12/31/2023,Active,06/22/2010,Tobacco Retail Dealer,YAFFA DELI & GROCERY CORP.,,719,LYDIG AVE,,BRONX,NY,10462,718-822-7802,Bronx,2.0,211.0,13.0,2049402.0,2043180057.0,,,,-73.8668477313852,40.8544893212824,"(40.85448932128236, -73.86684773138523)",360050224032001.0,22403
1434525-DCA,Business,12/31/2023,Active,06/15/2012,Tobacco Retail Dealer,BOLLA OPERATING CORP.,KINGS CONDUIT C-STORE,463,CONDUIT BLVD,,BROOKLYN,NY,11208,516-240865,Brooklyn,3.0,305.0,37.0,3000000.0,3041960001.0,BK83,1190.0,,-73.8718726539969,40.6779394156366,"(40.67793941563661, -73.87187265399693)",360471190001007.0,119000
1043247-DCA,Business,12/31/2023,Active,05/09/2007,Tobacco Retail Dealer,UNITED GROCERY & DELI CORP.,,177,HUDSON ST,,NEW YORK,NY,10013,212-334-3379,Manhattan,1.0,101.0,1.0,1002843.0,1002190021.0,MN24,39.0,,-74.0081569362813,40.7224619549578,"(40.72246195495777, -74.00815693628134)",360610039001016.0,3900
1355375-DCA,Business,12/31/2023,Active,05/21/2010,Tobacco Retail Dealer,"OH, EUGENE J",99 AND MADISON NEWSSTAND,N/W/C,MADISON AVENUE,EAST   99 STREET,NEW YORK,NY,10029,347-306-7955,Manhattan,1.0,111.0,8.0,,,,,,-73.9527427590306,40.7891690774701,"(40.789169077470135, -73.95274275903064)",360610168002000.0,16800
1376537-DCA,Business,12/31/2023,Active,11/09/2010,Tobacco Retail Dealer,ELIM DELI CAFE INC.,,851,LEXINGTON AVE,,NEW YORK,NY,10065,212-439-8320,Manhattan,1.0,108.0,4.0,1042356.0,1013990020.0,MN40,120.0,,-73.9656905039634,40.7656293071724,"(40.76562930717242, -73.96569050396343)",360610120002001.0,12000
2065274-1-DCA,Business,12/31/2023,Active,01/23/2018,Tobacco Retail Dealer,"DIAZ, FAUSTO J & DIAZ, MARIO A",,335,S 2ND ST,,BROOKLYN,NY,11211,718-963-1031,Brooklyn,3.0,301.0,34.0,3063037.0,3024110027.0,BK73,513.0,,-73.9542918825794,40.7104366082913,"(40.710436608291346, -73.95429188257941)",360470513004011.0,51300
1049283-DCA,Business,12/31/2023,Active,11/16/2000,Tobacco Retail Dealer,"PATEL, AMBALAL B",,,WEST   34 STREET,10 AVENUE,NEW YORK,NY,10001,3472093316,Manhattan,1.0,104.0,3.0,,,,,,-73.9991445704893,40.7545840746537,"(40.75458407465372, -73.99914457048935)",360610103001002.0,10300
1360903-DCA,Business,12/31/2023,Active,06/30/2010,Tobacco Retail Dealer,207 ALANTE ALANTE DELI GROCERY CORP.,,207,MOUNT HOPE PL,,BRONX,NY,10457,718-299-1233,Bronx,2.0,205.0,15.0,2007592.0,2028040001.0,BX41,23302.0,,-73.9056689162773,40.8483300514754,"(40.848330051475386, -73.90566891627728)",360050233021001.0,23302
2043930-1-DCA,Business,12/31/2023,Active,09/20/2016,Tobacco Retail Dealer,NEEL KANTH DELI & GROCERY INC,,36,AVENUE A,,NEW YORK,NY,10009,212-477-8160,Manhattan,1.0,103.0,2.0,1004965.0,1003980006.0,MN22,3002.0,,-73.9854175923379,40.7234466885903,"(40.72344668859032, -73.9854175923379)",360610030021000.0,3002
2005713-1323-DCA,Business,12/31/2023,Active,04/04/2014,Tobacco Retail Dealer,MUKTI 1500 PETROLEUM INC,,1500,BRUCKNER BLVD,,BRONX,NY,10473,718-749-5864,Bronx,2.0,209.0,17.0,2022582.0,2036510034.0,BX09,28.0,,-73.8787611085572,40.8233691884573,"(40.823369188457285, -73.87876110855723)",360050028001005.0,2800
1153371-DCA,Business,12/31/2023,Active,04/10/2006,Tobacco Retail Dealer,"EAGLE SERVICE CENTER, LLC",,4905,ASTORIA BLVD N,,EAST ELMHURST,NY,11370,718-721-1700,Queens,4.0,401.0,22.0,4021768.0,4010000035.0,QN72,137.0,,-73.9014256690988,40.7677249111304,"(40.767724911130415, -73.90142566909881)",360810137001004.0,13700
2103820-1-DCA,Business,12/31/2023,Active,02/07/2022,Tobacco Retail Dealer,ONE MART NOSTRAND AVE CORP,,3600,NOSTRAND AVE,,BROOKLYN,NY,11229,3477222339,Brooklyn,3.0,315.0,48.0,3201584.0,3073860142.0,,,,-73.9408607394766,40.5950343582626,"(40.59503435826263, -73.94086073947658)",360470594021001.0,59402
1117183-DCA,Business,12/31/2023,Active,07/24/2002,Tobacco Retail Dealer,"CHINO, FERMIN A",CHINO CORNER DELI-GROCERY,2923,FORT HAMILTON PKWY,,BROOKLYN,NY,11218,718-436-2581,Brooklyn,3.0,307.0,39.0,3122736.0,3052820001.0,BK40,500.0,,-73.9777616919214,40.6487135832104,"(40.648713583210395, -73.9777616919214)",360470500012002.0,50001
1055239-DCA,Business,12/31/2023,Active,11/03/2000,Tobacco Retail Dealer,CHON'S FRUIT & VEGETABLE CORP.,,8109,41ST AVE,,ELMHURST,NY,11373,718-899-7670,Queens,4.0,404.0,25.0,4307358.0,4014927501.0,QN29,26901.0,,-73.8841927683577,40.7459155844386,"(40.74591558443856, -73.88419276835766)",360810269011002.0,26901
1377745-DCA,Business,12/31/2023,Active,11/26/2010,Tobacco Retail Dealer,63 SUPER MART INC.,,9507,63RD DR,,REGO PARK,NY,11374,7189978900,Queens,4.0,406.0,29.0,4072077.0,4030800038.0,QN18,693.0,,-73.8627751738687,40.7294317576237,"(40.72943175762374, -73.86277517386873)",360810693001002.0,69300
1418721-DCA,Business,12/31/2023,Active,02/01/2012,Tobacco Retail Dealer,MYRTLE GAS CORP,,7105,MYRTLE AVE,,GLENDALE,NY,11385,917-805-7447,Queens,4.0,405.0,30.0,4089981.0,4036920001.0,QN19,625.0,,-73.8798365390686,40.7020278964973,"(40.70202789649734, -73.87983653906859)",360810625002005.0,62500
2097478-1-DCA,Business,12/31/2023,Active,01/11/2021,Tobacco Retail Dealer,LUCKY SMOKE SHOP INC,,1439,MYRTLE AVE,,BROOKLYN,NY,11237,3475892176,Brooklyn,3.0,304.0,37.0,3075417.0,3033000005.0,,,,-73.918239551601,40.6988282461675,"(40.69882824616754, -73.91823955160099)",360470431001001.0,43100
2035550-1-DCA,Business,12/31/2023,Active,04/05/2016,Tobacco Retail Dealer,"RANDALL PETROLEUM, LLC",AMERICO,1264,RANDALL AVE,,BRONX,NY,10474,9733453900,Bronx,2.0,202.0,17.0,2006814.0,2027680295.0,BX27,93.0,,-73.8874447014441,40.8119709293108,"(40.81197092931077, -73.8874447014441)",360050093016004.0,9301
1348051-DCA,Business,12/31/2023,Active,03/23/2010,Tobacco Retail Dealer,"10325 STOP 1 DELI, CORP.",,10325,ROCKAWAY BLVD,,OZONE PARK,NY,11417,718-848-3359,Queens,4.0,410.0,32.0,4202074.0,4095260049.0,QN55,94.0,,-73.8362273365132,40.6794367656717,"(40.6794367656717, -73.83622733651319)",360810094001002.0,9400
1072413-DCA,Business,12/31/2023,Active,02/12/2001,Tobacco Retail Dealer,"PATEL, BAKUL",B.C. PATEL NEWS STAND,S/E/C,BROADWAY,WEST   56 STREET,NEW YORK,NY,10019,2015075806,Manhattan,1.0,105.0,4.0,,,,,,-73.9819897266776,40.7654600893445,"(40.76546008934449, -73.98198972667757)",360610137006001.0,13700
1043001-DCA,Business,12/31/2023,Active,09/15/2000,Tobacco Retail Dealer,"PAUL SAINI DELI GROCERY, INC.",SING & SING DELI,730,COLUMBUS AVE,,NEW YORK,NY,10025,212-932-3030,Manhattan,1.0,107.0,6.0,1082743.0,1012260029.0,MN12,181.0,,-73.9677098481034,40.7926271142759,"(40.792627114275895, -73.96770984810344)",360610181001000.0,18100
2034952-1-DCA,Business,12/31/2023,Active,03/25/2016,Tobacco Retail Dealer,WYCKOFF DELI CORP,,1034,WYCKOFF AVE,,RIDGEWOOD,NY,11385,718-913-7101,Queens,4.0,405.0,34.0,4434425.0,4035390048.0,QN20,555.0,,-73.9036819515723,40.6953640647946,"(40.69536406479459, -73.90368195157228)",360810555002004.0,55500
1417009-DCA,Business,12/31/2023,Active,01/13/2012,Tobacco Retail Dealer,293 BROADWAY DELI & GROCERY CORP.,,293,BROADWAY,,BROOKLYN,NY,11211,718-782-3245,Brooklyn,3.0,301.0,34.0,3063578.0,3024600029.0,BK73,525.0,,-73.9582211086119,40.708546959498,"(40.708546959498, -73.95822110861185)",360470525001004.0,52500
2003287-869-DCA,Business,12/31/2023,Active,02/05/2014,Tobacco Retail Dealer,MM PETROLEUM INC,,3904,SKILLMAN AVE,,SUNNYSIDE,NY,11104,718-937-1629,Queens,4.0,402.0,26.0,4002425.0,4001870019.0,QN31,179.0,,-73.9252211426227,40.7473960128921,"(40.74739601289209, -73.92522114262268)",360810179011000.0,17901
2011366-1-DCA,Business,12/31/2023,Active,07/30/2014,Tobacco Retail Dealer,1683 JIMMY DELI GROCERY CORP.,,1683,WOODBINE ST,,RIDGEWOOD,NY,11385,646-262-4417,Queens,4.0,405.0,34.0,4082395.0,4034490034.0,QN20,549.0,,-73.9085319972559,40.7008383452004,"(40.70083834520035, -73.90853199725589)",360810549004003.0,54900
1424629-DCA,Business,12/31/2023,Active,04/16/2012,Tobacco Retail Dealer,NY FINEST DELI INC.,,3103,3RD AVE,,BRONX,NY,10451,646-251-0255,Bronx,2.0,201.0,17.0,2102501.0,2023800051.0,BX34,69.0,,-73.9121018899776,40.821604376937,"(40.821604376937, -73.91210188997758)",360050069001000.0,6900
1243681-DCA,Business,12/31/2023,Active,11/15/2006,Tobacco Retail Dealer,CHOICE FARM INC.,,4520,46TH ST,,SUNNYSIDE,NY,11104,7184829231,Queens,4.0,402.0,26.0,4001953.0,4001640001.0,QN31,183.0,,-73.9188391192113,40.742519759917,"(40.74251975991704, -73.91883911921133)",360810183005000.0,18300
1075069-DCA,Business,12/31/2023,Active,03/16/2001,Tobacco Retail Dealer,JC CHANG CORPORATION,BUCKLEY'S MARKET,251,NASSAU AVE,,BROOKLYN,NY,11222,7183836270,Brooklyn,3.0,301.0,33.0,3066613.0,3026570034.0,BK76,589.0,,-73.9419244039218,40.7258675657304,"(40.7258675657304, -73.94192440392182)",360470589012003.0,58901
1449339-DCA,Business,12/31/2023,Active,10/26/2012,Tobacco Retail Dealer,NEW YOU ME CORP.,,2626,HYLAN BLVD,,STATEN ISLAND,NY,10306,718-644-2705,Staten Island,5.0,502.0,50.0,5055377.0,5039690001.0,SI45,12804.0,,-74.1124174495679,40.5678127900867,"(40.567812790086656, -74.1124174495679)",360850128041000.0,12804
1386486-DCA,Business,12/31/2023,Active,04/05/2012,Tobacco Retail Dealer,WOODSIDE MINI MARKET CORP.,,4762,47TH ST,,WOODSIDE,NY,11377,718-706-7565,Queens,4.0,402.0,26.0,4052878.0,4022840053.0,QN31,235.0,,-73.918401991196,40.7399558524068,"(40.739955852406766, -73.918401991196)",360810235022002.0,23502
1303591-DCA,Business,12/31/2023,Active,11/03/2008,Tobacco Retail Dealer,UPTOWN SERVICE STATION CORP.,,2326,1ST AVE,,NEW YORK,NY,10035,212-206-8099,Manhattan,1.0,111.0,8.0,1054859.0,1018070001.0,MN34,192.0,,-73.9337998410218,40.7981816826084,"(40.79818168260839, -73.93379984102178)",360610192001004.0,19200
1304753-DCA,Business,12/31/2023,Active,11/21/2008,Tobacco Retail Dealer,B&G MARKET PLACE INC.,,281,MCCLEAN AVE,,STATEN ISLAND,NY,10305,718-447-1011,Staten Island,5.0,502.0,50.0,5045499.0,5030980027.0,SI14,2002.0,,-74.0703143356785,40.5967847353976,"(40.5967847353976, -74.0703143356785)",360850020021021.0,2002
1293159-DCA,Business,12/31/2023,Active,07/22/2008,Tobacco Retail Dealer,KAPIL GROCERY INC.,,3719,DITMARS BLVD,,ASTORIA,NY,11105,718-274-1381,Queens,4.0,401.0,22.0,4016057.0,4008080063.0,QN72,113.0,,-73.9072873673815,40.7737297806364,"(40.7737297806364, -73.90728736738149)",360810113003002.0,11300
1159879-DCA,Business,12/31/2023,Active,02/06/2004,Tobacco Retail Dealer,LINCOLN AVENUE DELI INC.,,5125,43RD AVE,,WOODSIDE,NY,11377,718-429-5070,Queens,4.0,402.0,26.0,4030755.0,4013140052.0,QN31,25302.0,,-73.9133081791927,40.7443080522697,"(40.74430805226965, -73.91330817919268)",360810253021001.0,25302
1442077-DCA,Business,12/31/2023,Active,12/12/2012,Tobacco Retail Dealer,LOS TRES HERMANITOS DELI GROCERY CORP.,,654,MORRIS PARK AVE,,BRONX,NY,10462,718-430-1111,Bronx,2.0,211.0,15.0,2087116.0,2040310001.0,BX37,236.0,,-73.8675319207613,40.8449193142092,"(40.84491931420916, -73.86753192076131)",360050236002001.0,23600
2065896-1-DCA,Business,12/31/2023,Active,02/08/2018,Tobacco Retail Dealer,MUKTI 321 PETROLEUM INC.,,25202,UNION TPKE,,BELLEROSE,NY,11426,718-749-5864,Queens,4.0,413.0,23.0,4174554.0,4085650001.0,QN43,157101.0,,-73.7183604884174,40.74362578374,"(40.74362578374005, -73.71836048841745)",360811571012006.0,157101
2098256-1-DCA,Business,12/31/2023,Active,04/01/2021,Tobacco Retail Dealer,LA DURA MINI MARKET INC,,66,HENDRIX ST,,BROOKLYN,NY,11207,,Brooklyn,3.0,305.0,37.0,3389673.0,3039180013.0,,,,-73.8914447054338,40.6807180454608,"(40.680718045460765, -73.89144470543381)",360471146001002.0,114600
2080282-1-DCA,Business,12/31/2023,Active,11/28/2018,Tobacco Retail Dealer,332 DELI & SMOKE SHOP CORP,,332,E FORDHAM RD,,BRONX,NY,10458,3473356486,Bronx,2.0,205.0,15.0,2011009.0,2030230037.0,BX05,39902.0,,-73.893419336031,40.8618974333849,"(40.86189743338491, -73.89341933603097)",360050399021001.0,39902
1438551-DCA,Business,12/31/2023,Active,07/25/2010,Tobacco Retail Dealer,SKYVIEW NEWSSTAND INC.,,4024,COLLEGE POINT BLVD,BRTU2,FLUSHING,NY,11354,7188407395,Queens,4.0,407.0,20.0,4000000.0,4050667502.0,QN22,871.0,,-73.8340538716033,40.7574508350299,"(40.75745083502987, -73.83405387160332)",360810871001001.0,87100
1451321-DCA,Business,12/31/2023,Active,12/03/2012,Tobacco Retail Dealer,"RAHMAN, MUJIBUR",VILLAGE CONVENIENCE,124,2ND AVE,,NEW YORK,NY,10003,212-460-9608,Manhattan,1.0,103.0,2.0,1006310.0,1004490004.0,MN22,38.0,,-73.9878880026319,40.7282804919887,"(40.72828049198869, -73.98788800263188)",360610038007001.0,3800
1435189-DCA,Business,12/31/2023,Active,06/22/2012,Tobacco Retail Dealer,STAY FRESH DELI & GRILL CORP.,,1695A,BROADWAY,,BROOKLYN,NY,11207,347-262-0905,Brooklyn,3.0,304.0,37.0,3397960.0,3034320008.0,BK78,403.0,,-73.9121031894388,40.6838509991984,"(40.68385099919841, -73.91210318943877)",360470403002000.0,40300
2097089-1-DCA,Business,12/31/2023,Active,12/01/2020,Tobacco Retail Dealer,SHRADDHA 15 INC,SUPREME FOODS,1502,COLLEGE POINT BLVD,,COLLEGE POINT,NY,11356,7183593270,Queens,4.0,407.0,19.0,4098204.0,4040760014.0,,,,-73.8458280942083,40.7840445463418,"(40.784044546341846, -73.84582809420831)",360810925001009.0,92500
1440455-DCA,Business,12/31/2023,Active,08/08/2012,Tobacco Retail Dealer,DANIA DELI GROCERY CORP.,,14518,111TH AVE,,JAMAICA,NY,11435,718-322-2763,Queens,4.0,412.0,28.0,4258749.0,4119610050.0,QN76,192.0,,-73.7993540880021,40.6870774797484,"(40.68707747974836, -73.79935408800212)",360810192002001.0,19200
1346785-DCA,Business,12/31/2023,Active,03/09/2010,Tobacco Retail Dealer,"GOLDEN DELI-GROCERY, CORP.",,2210,5TH AVE,,NEW YORK,NY,10037,212-283-1421,Manhattan,1.0,110.0,9.0,1053891.0,1017300040.0,MN03,212.0,,-73.9379112473102,40.812374200406,"(40.81237420040601, -73.93791124731018)",360610210003000.0,21000
1046705-DCA,Business,12/31/2023,Active,10/26/2000,Tobacco Retail Dealer,"BEACH CONVENIENCE STORE, LTD.",PICKLES & PIES FOOD MARKET & DELI,202,BEACH 116TH ST,,ROCKAWAY PARK,NY,11694,718-634-6041,Queens,4.0,414.0,32.0,4303731.0,4161660001.0,QN10,938.0,,-73.8372346107996,40.5798982612953,"(40.579898261295305, -73.83723461079958)",360810938003004.0,93800
2066426-1-DCA,Business,12/31/2023,Active,02/21/2018,Tobacco Retail Dealer,SPRING DELI CORP,,651,E 187TH ST,,BRONX,NY,10458,347-589-2227,Bronx,2.0,206.0,15.0,2012177.0,2030750001.0,BX06,389.0,,-73.8860672285131,40.8548200542998,"(40.85482005429976, -73.88606722851311)",360050389005000.0,38900
2046407-1-DCA,Business,12/31/2023,Active,12/12/2016,Tobacco Retail Dealer,"NOSTRAND DELI & GRILL, INC",,1840,NOSTRAND AVE,,BROOKLYN,NY,11226,718-483-9576,Brooklyn,3.0,317.0,45.0,3120516.0,3052160006.0,BK95,828.0,,-73.9485095210447,40.6407992260448,"(40.64079922604483, -73.9485095210447)",360470828001002.0,82800
2066560-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,JUST RIGHT CONVENIENCE INC,,5716,ROOSEVELT AVE,,WOODSIDE,NY,11377,718-726-1245,Queens,4.0,402.0,26.0,4031123.0,4013280038.0,QN63,251.0,,-73.90728716848,40.7453463683477,"(40.74534636834771, -73.90728716848004)",360810251002000.0,25100
1041723-DCA,Business,12/31/2023,Active,09/09/2000,Tobacco Retail Dealer,ARDEN SHELL CORP.,SHELL,1769,ARTHUR KILL RD,,STATEN ISLAND,NY,10312,718-948-2322,Staten Island,5.0,503.0,51.0,5077607.0,5059650055.0,SI05,228.0,,-74.1950494469979,40.561232674619,"(40.56123267461896, -74.19504944699793)",360850228011000.0,22801
1432239-DCA,Business,12/31/2023,Active,06/01/2012,Tobacco Retail Dealer,JINAL USA LLC,,180,MAIN ST,,STATEN ISLAND,NY,10307,7189668960,Staten Island,5.0,503.0,51.0,5088931.0,5080280089.0,SI11,248.0,,-74.2485404091004,40.5107755865207,"(40.5107755865207, -74.24854040910036)",360850248001003.0,24800
2041447-1-DCA,Business,12/31/2023,Active,07/29/2016,Tobacco Retail Dealer,NASSAU GROCERY INC.,,59,NASSAU ST,,NEW YORK,NY,10038,2123492219,Manhattan,1.0,101.0,1.0,1001095.0,1000650004.0,MN25,1502.0,,-74.0087757061566,40.7091800126204,"(40.7091800126204, -74.00877570615657)",360610015021001.0,1502
2075625-1-DCA,Business,12/31/2023,Active,07/16/2018,Tobacco Retail Dealer,KING COLUMBUS GOURMET DELI INC.,,900,COLUMBUS AVE,,NEW YORK,NY,10025,3476815222,Manhattan,1.0,107.0,7.0,1055920.0,1018590031.0,MN12,189.0,,-73.963781246604,40.7980193396057,"(40.798019339605666, -73.96378124660397)",360610189005001.0,18900
2043673-1-DCA,Business,12/31/2023,Active,09/14/2016,Tobacco Retail Dealer,W CONVENIENCE STORE LLC,,2381,WESTCHESTER AVE,,BRONX,NY,10461,718-597-2898,Bronx,2.0,210.0,18.0,2041692.0,2039730001.0,BX59,202.0,,-73.8464679534613,40.8369801946715,"(40.83698019467149, -73.84646795346129)",360050202002003.0,20200
2003076-785-DCA,Business,12/31/2023,Active,01/30/2014,Tobacco Retail Dealer,MUKTI  E 163RD PETROLEUM INC.,,481,E 163RD ST,,BRONX,NY,10451,718-402-9201,Bronx,2.0,203.0,17.0,2115276.0,2023680002.0,BX35,185.0,,-73.9104791972893,40.824614084321,"(40.82461408432105, -73.91047919728929)",360050141002003.0,14100
2044588-1-DCA,Business,12/31/2023,Active,10/11/2016,Tobacco Retail Dealer,C & L SUNRISE INC,,111,CHRYSTIE ST,North Store,NEW YORK,NY,10002,212-625-8188,Manhattan,1.0,103.0,1.0,1005646.0,1004230025.0,MN27,18.0,,-73.9936580971134,40.7185041268367,"(40.718504126836706, -73.99365809711337)",360610018005006.0,1800
2038412-1-DCA,Business,12/31/2023,Active,05/31/2016,Tobacco Retail Dealer,CORONA 103RD INC,SUPERIOR DELI & GRILL,10302,CORONA AVE,,CORONA,NY,11368,718-271-1150,Queens,4.0,404.0,21.0,4047406.0,4019290056.0,QN25,413.0,,-73.8596666146414,40.7441014784907,"(40.74410147849074, -73.85966661464143)",360810413001000.0,41300
1272693-DCA,Business,12/31/2023,Active,11/15/2007,Tobacco Retail Dealer,MV VARIETY DISCOUNT CORP,,309,CHURCH AVE,,BROOKLYN,NY,11218,718-854-4337,Brooklyn,3.0,312.0,39.0,3124618.0,3053360040.0,BK41,496.0,,-73.9772768965239,40.6437179812872,"(40.643717981287224, -73.9772768965239)",360470496001002.0,49600
1343937-DCA,Business,12/31/2023,Active,01/29/2010,Tobacco Retail Dealer,"DAS, SUKANTA",,N/E/C,DELANCEY STREET,BOWERY,NEW YORK,NY,10012,917-498-4456,Manhattan,1.0,102.0,1.0,,,,,,-73.9940403246844,40.7203211779415,"(40.72032117794149, -73.99404032468442)",360610041001003.0,4100
1356057-DCA,Business,12/31/2023,Active,05/26/2010,Tobacco Retail Dealer,OH SARAH J,40TH AND 8TH NEWSSTAND,N/E/C,WEST   40 STREET,8 AVENUE,NEW YORK,NY,10018,347-465-7955,Manhattan,1.0,104.0,3.0,,,,,,-73.9907272426155,40.7559505879244,"(40.7559505879244, -73.99072724261552)",360610115001002.0,11500
2046892-1-DCA,Business,12/31/2023,Active,12/29/2016,Tobacco Retail Dealer,"UDDIN, SHEIKH",,5101,SKILLMAN AVE,,WOODSIDE,NY,11377,718-478-0441,Queens,4.0,402.0,26.0,4000887.0,4001280073.0,QN31,169.0,,-73.9132301591426,40.7460234628428,"(40.746023462842786, -73.91323015914259)",360810169004000.0,16900
1094647-DCA,Business,12/31/2023,Active,10/11/2001,Tobacco Retail Dealer,GLENDALE FOOD CENTER CORP.,DAISY'S DELI & GROCERY,6049,COOPER AVE,,GLENDALE,NY,11385,718-821-1037,Queens,4.0,405.0,30.0,4086522.0,4035830023.0,QN19,567.0,,-73.8942033067069,40.6963356246106,"(40.69633562461058, -73.89420330670686)",360810567003001.0,56700
1168533-DCA,Business,12/31/2023,Active,05/25/2004,Tobacco Retail Dealer,BALLY 868 FOOD MARKET CORP.,,13691,ROOSEVELT AVE,,FLUSHING,NY,11354,917-528-4715,Queens,4.0,407.0,20.0,4112502.0,4049800048.0,QN22,871.0,,-73.8276036542546,40.7602080701473,"(40.760208070147314, -73.82760365425456)",360810871002003.0,87100
1442391-DCA,Business,12/31/2023,Active,08/22/2012,Tobacco Retail Dealer,RUCHIKA ENTERPRISES INC,7 ELEVEN STORE # 33616B,1594,YORK AVE,,NEW YORK,NY,10028,510-364-7332,Manhattan,1.0,108.0,5.0,1051213.0,1015810001.0,MN32,14401.0,,-73.9480052202256,40.7747022833014,"(40.77470228330141, -73.94800522022558)",360610144013000.0,14401
2079930-1-DCA,Business,12/31/2023,Active,11/14/2018,Tobacco Retail Dealer,1 UP BISTRO CORP,,1404,MADISON AVE,,NEW YORK,NY,10029,646-2230-0200,Manhattan,1.0,111.0,4.0,1051461.0,1016030014.0,MN33,16002.0,,-73.9535163034336,40.7881236490741,"(40.78812364907414, -73.95351630343357)",360610160022002.0,16002
